SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,Cuda_cpu,Cuda_wall,CudaSimd_cpu,CudaSimd_wall,OpenCL_cpu,OpenCL_wall
3.34447e+06,3.34564e+06,859057,859061,8.4053e+06,1.05166e+06,1.47833e+06,185131,76356,76439,79462,79546,88035,88022
3.34087e+06,3.34178e+06,859247,859263,7.61805e+06,953367,1.47158e+06,184178,76547,76608,79746,79825,87988,87984
3.34069e+06,3.34162e+06,859073,859076,7.64398e+06,956947,1.47431e+06,184535,76370,76446,79529,79634,87962,87946
3.34308e+06,3.34423e+06,859345,859345,7.66269e+06,958622,1.4772e+06,184378,76344,76419,79475,79507,87959,87943
3.34102e+06,3.34211e+06,859006,859011,7.6684e+06,959319,1.50581e+06,188366,76214,76298,79517,79629,88068,88062
3.34087e+06,3.34179e+06,859146,859144,7.66613e+06,959656,1.50293e+06,188111,76392,76468,79459,79547,87941,87920
3.34135e+06,3.34235e+06,859093,859099,7.67014e+06,959560,1.50286e+06,188104,76305,76378,79703,79794,87843,87826
3.34083e+06,3.34179e+06,859010,859013,7.68298e+06,960922,1.50299e+06,188065,76262,76332,79541,79639,88101,88083
3.34204e+06,3.34289e+06,859155,859156,7.67443e+06,960406,1.50123e+06,188051,76316,76421,79633,79751,88073,88055
3.34181e+06,3.34295e+06,859486,859490,7.67983e+06,961057,1.50297e+06,188062,76640,76725,79489,79577,87982,87975
3.34152e+06,3.34247e+06,859097,859095,7.6606e+06,958205,1.50277e+06,188076,76413,76501,79539,79631,87988,87962
3.34118e+06,3.34224e+06,859022,859031,7.76177e+06,971636,1.5027e+06,188078,76515,76590,79650,79751,87976,87959
3.34299e+06,3.34397e+06,859127,859126,7.7667e+06,971737,1.5036e+06,188080,76324,76405,79574,79690,89154,89151
3.34158e+06,3.3427e+06,859379,859386,7.71703e+06,965516,1.50249e+06,187994,76269,76367,79522,79614,88019,88008
3.34062e+06,3.34168e+06,858872,858872,8.38338e+06,1.04918e+06,1.50314e+06,188084,76413,76481,79325,79401,87970,87968
3.34208e+06,3.34342e+06,859313,859316,7.73455e+06,968602,1.50274e+06,188064,76184,76262,79518,79606,87916,87902
3.34054e+06,3.34123e+06,858968,858970,7.6277e+06,956707,1.50278e+06,188052,76380,76458,79525,79618,87852,87828
3.34036e+06,3.34143e+06,859346,859343,7.61593e+06,953120,1.50263e+06,188037,76385,76475,79475,79581,88023,88016
3.3429e+06,3.34405e+06,859166,859171,7.59729e+06,950999,1.50322e+06,188097,76402,76492,79442,79529,87937,87920
3.3413e+06,3.34223e+06,859272,859274,7.60753e+06,951821,1.50253e+06,188023,76324,76400,79589,79672,87944,87928
3.34102e+06,3.34195e+06,859204,859207,7.61726e+06,952671,1.50407e+06,188114,76304,76376,79549,79614,88028,88022
3.34118e+06,3.34199e+06,859144,859145,7.61629e+06,953028,1.71869e+06,215076,76208,76292,79458,79524,87899,87884
3.34205e+06,3.34309e+06,859132,859133,7.61511e+06,952932,1.73004e+06,216534,76390,76465,79488,79590,87983,87958
3.34165e+06,3.34272e+06,859000,859003,7.61439e+06,953106,1.72585e+06,215932,76378,76453,79565,79631,88006,87989
3.34164e+06,3.34278e+06,859380,859379,7.6098e+06,952224,1.72588e+06,215941,76278,76352,79582,79679,87807,87793
3.34139e+06,3.34217e+06,859252,859257,7.66824e+06,959306,1.62852e+06,203766,76355,76429,79564,79652,88036,88020
3.34074e+06,3.34166e+06,858988,858986,7.71231e+06,965149,1.4257e+06,178752,76342,76426,79596,79671,87991,87987
3.34112e+06,3.3424e+06,859422,859423,7.80997e+06,980173,1.44954e+06,180999,76351,76419,79395,79498,87988,87963
3.34075e+06,3.34184e+06,859109,859110,7.8758e+06,985835,1.45311e+06,182199,76350,76455,79593,79704,87901,87895
3.34129e+06,3.3422e+06,859038,859043,8.34671e+06,1.04458e+06,1.46087e+06,182613,76261,76335,79425,79513,87853,87836
3.34174e+06,3.34306e+06,859263,859268,7.56019e+06,945556,1.46459e+06,183147,76255,76341,79602,79665,87980,87963
3.34062e+06,3.34157e+06,859130,859127,7.6002e+06,951317,1.47494e+06,184703,76400,76476,79634,79734,88052,88036
3.34115e+06,3.34199e+06,859165,859168,7.61655e+06,952563,1.46989e+06,183905,76320,76398,79600,79695,87866,87850
3.34428e+06,3.34562e+06,859028,859027,7.6156e+06,953300,1.46994e+06,183915,76252,76319,79595,79673,87882,87857
3.34414e+06,3.34529e+06,859111,859116,7.62089e+06,953735,1.46856e+06,183614,76325,76410,79546,79629,87986,87980
3.34392e+06,3.34492e+06,859262,859263,7.62064e+06,953050,1.46976e+06,183887,76295,76370,79568,79651,87911,87898
3.3454e+06,3.34644e+06,860206,860225,7.61605e+06,953100,1.47156e+06,184174,76288,76362,79458,79557,87873,87866
3.34513e+06,3.34625e+06,859197,859198,7.61977e+06,953521,1.4723e+06,184262,76212,76291,79470,79583,88105,88080
3.34356e+06,3.34479e+06,859145,859144,7.62717e+06,954164,1.46923e+06,183814,76331,76421,79468,79556,87915,87909
3.34378e+06,3.34484e+06,859232,859237,7.61602e+06,952992,1.46838e+06,183591,76334,76422,79467,79543,88052,88030
3.3426e+06,3.34363e+06,858995,858996,7.70506e+06,964113,1.4718e+06,184175,76360,76432,79478,79576,87769,87753
3.34417e+06,3.34504e+06,859115,859123,7.71507e+06,965436,1.47163e+06,184149,76316,76392,79334,79432,87953,87938
3.34434e+06,3.34535e+06,858909,858913,7.71978e+06,965622,1.47146e+06,184173,76364,76456,79478,79570,87989,87983
3.34412e+06,3.34491e+06,859031,859035,8.31007e+06,1.03979e+06,1.47077e+06,184028,76260,76348,79535,79626,87996,87979
3.34404e+06,3.34477e+06,858960,858962,7.8359e+06,980893,1.46746e+06,183577,76383,76459,79611,79693,87811,87781
3.34443e+06,3.34522e+06,859365,859362,7.60485e+06,951465,1.47004e+06,183826,76327,76404,79555,79643,88027,88019
3.34578e+06,3.34684e+06,859092,859097,7.60483e+06,951387,1.47086e+06,184039,76255,76319,79381,79478,87946,87931
3.3449e+06,3.34595e+06,859026,859025,7.61119e+06,952361,1.47058e+06,184035,76328,76412,79394,79479,87897,87883
3.34422e+06,3.34511e+06,860193,860214,7.60975e+06,952507,1.46869e+06,183968,76290,76386,79454,79544,88043,88027
3.34509e+06,3.34611e+06,859248,859253,7.61412e+06,952711,1.47366e+06,184812,76397,76475,79489,79579,88006,87989
3.3438e+06,3.34479e+06,859603,859605,7.61817e+06,953439,1.47411e+06,184511,76367,76445,79473,79558,88054,88038
3.34794e+06,3.34903e+06,858996,858998,7.61835e+06,952754,1.47358e+06,184333,76355,76442,79520,79611,87962,87949
3.34348e+06,3.34455e+06,859544,859543,7.62092e+06,953779,1.50176e+06,189826,76312,76390,79610,79704,87959,87943
3.34371e+06,3.34496e+06,859137,859155,7.63312e+06,954889,1.47112e+06,184198,76457,76525,79525,79613,87953,87947
3.34538e+06,3.3465e+06,859231,859232,7.64537e+06,957065,1.4688e+06,183786,76369,76449,79593,79686,87867,87850
3.34387e+06,3.34455e+06,859304,859304,7.71549e+06,965106,1.46994e+06,183922,76318,76419,79359,79446,87881,87865
3.34409e+06,3.34511e+06,859092,859093,7.71256e+06,965004,1.47214e+06,184223,76318,76393,79491,79588,88103,88077
3.34354e+06,3.34434e+06,859298,859299,7.77847e+06,973469,1.47122e+06,183994,76522,76608,80568,80658,87983,87970
3.34348e+06,3.34464e+06,859025,859030,8.47171e+06,1.06006e+06,1.46914e+06,183883,76259,76337,79474,79564,87982,87976
3.34333e+06,3.34456e+06,859379,859376,7.54375e+06,943867,1.47602e+06,184800,76320,76413,79440,79550,87840,87824
3.34431e+06,3.3455e+06,859331,859384,7.60315e+06,951183,1.47059e+06,184009,76223,76295,79612,79709,87832,87831
3.34332e+06,3.34444e+06,858986,858986,7.60976e+06,952202,1.46976e+06,183883,76383,76459,79606,79711,88017,88010
3.34493e+06,3.34586e+06,858990,858996,7.61327e+06,952598,1.46852e+06,183708,76377,76451,79432,79524,87922,87895
3.34381e+06,3.34474e+06,859153,859157,7.61557e+06,953039,1.47309e+06,184304,76369,76450,79471,79559,87917,87902
3.34384e+06,3.34491e+06,859042,859047,7.61277e+06,952523,1.47237e+06,184306,76383,76482,79468,79552,87845,87828
3.34575e+06,3.34668e+06,858954,858960,7.63099e+06,954937,1.47566e+06,184756,76411,76489,79523,79610,87899,87882
3.34441e+06,3.34538e+06,859132,859135,7.62502e+06,953843,1.47419e+06,184523,76321,76391,79489,79591,88030,88014
3.34336e+06,3.34451e+06,859024,859026,7.62384e+06,954073,1.47013e+06,183936,76314,76392,79542,79615,87923,87908
3.34368e+06,3.34437e+06,859049,859047,7.62189e+06,953792,1.47233e+06,184729,76354,76459,79522,79611,87971,87953
3.34396e+06,3.34508e+06,859274,859281,7.6878e+06,962112,1.47124e+06,184050,76374,76449,79502,79590,87854,87847
3.34145e+06,3.34276e+06,859051,859053,7.71045e+06,964868,1.47103e+06,184091,76339,76416,79721,79828,87907,87888
3.34188e+06,3.34312e+06,859169,859170,7.70916e+06,964747,1.47203e+06,184241,76362,76431,79449,79546,87908,87890
3.34379e+06,3.34444e+06,859081,859086,8.20951e+06,1.0271e+06,1.47787e+06,184473,76298,76379,79539,79624,87957,87938
3.34192e+06,3.34305e+06,859180,859180,7.94659e+06,994111,1.47522e+06,184667,76312,76375,79476,79569,87907,87885
3.34272e+06,3.34378e+06,859002,859002,7.5866e+06,949350,1.47207e+06,184266,76383,76456,79516,79618,87827,87810
3.34282e+06,3.34367e+06,859100,859098,7.61045e+06,952622,1.47312e+06,184282,76418,76491,79504,79587,87926,87919
3.34274e+06,3.34364e+06,859096,859101,7.6117e+06,952383,1.47434e+06,184585,76301,76386,79487,79586,87924,87907
3.34282e+06,3.34388e+06,858790,858793,7.62442e+06,953710,1.47339e+06,184403,76228,76304,79563,79634,88017,87998
3.34283e+06,3.34389e+06,859329,859330,7.62489e+06,954267,1.4759e+06,184761,76357,76432,79499,79582,87923,87915
3.34232e+06,3.34365e+06,858871,858872,7.6625e+06,960582,1.49554e+06,187001,76291,76374,79392,79493,87969,87945
3.34278e+06,3.34377e+06,859068,859068,7.62112e+06,953721,1.50308e+06,188130,76313,76397,79546,79633,87887,87871
3.34106e+06,3.34185e+06,858806,858810,7.62755e+06,954375,1.50302e+06,188101,76368,76441,79442,79547,87966,87956
3.34069e+06,3.34197e+06,859058,859057,7.62612e+06,954441,1.50379e+06,188081,76264,76341,79442,79530,88096,88078
3.34024e+06,3.34102e+06,859168,859169,7.64052e+06,956035,1.50206e+06,187951,76335,76408,79793,79891,87958,87955
3.34086e+06,3.34183e+06,859105,859111,7.71374e+06,965219,1.50258e+06,188011,76419,76488,79528,79616,87946,87923
3.34033e+06,3.3414e+06,859777,859777,7.71918e+06,965530,1.50258e+06,188047,76365,76449,79771,79858,87896,87881
3.34071e+06,3.34172e+06,858478,858482,7.71732e+06,966194,1.5028e+06,188051,76284,76351,79519,79608,87888,87881
3.34392e+06,3.345e+06,859685,859685,8.57449e+06,1.07256e+06,1.50228e+06,187991,76291,76370,79372,79472,87975,87958
3.34471e+06,3.34574e+06,858901,858906,7.51789e+06,940783,1.50046e+06,188219,76189,76294,79750,79839,87961,87943
3.34381e+06,3.34473e+06,858794,858798,7.69614e+06,966688,1.50416e+06,188151,76382,76467,79513,79587,87961,87944
3.34547e+06,3.34643e+06,858926,858926,7.62251e+06,953563,1.5025e+06,188037,76351,76425,79545,79643,88080,88054
3.3446e+06,3.34562e+06,859680,859682,7.61232e+06,952583,1.50224e+06,187989,76440,76520,79568,79653,87909,87903
3.34435e+06,3.34528e+06,858765,858774,7.61282e+06,952515,1.50194e+06,187946,76485,76567,79479,79565,87892,87881
3.34452e+06,3.34539e+06,858795,858800,7.61955e+06,953621,1.5027e+06,188039,76416,76500,79976,80081,87951,87923
3.34397e+06,3.34506e+06,858980,858981,7.62447e+06,953638,1.50234e+06,187983,76284,76363,79427,79521,88469,88461
3.34463e+06,3.3457e+06,859131,859133,7.63047e+06,954550,1.50209e+06,187948,76456,76541,79504,79598,87981,87961
3.34425e+06,3.34514e+06,858856,858859,7.63217e+06,955673,1.71693e+06,214785,76646,76729,79483,79570,87858,87835
3.34397e+06,3.34501e+06,858853,858863,7.62994e+06,954517,1.72855e+06,216352,76577,76664,79494,79586,88092,88075
3.34434e+06,3.34514e+06,858997,858997,7.69321e+06,962347,1.72671e+06,216072,76564,76635,79500,79597,87892,87876
3.34299e+06,3.34385e+06,858634,858635,7.71962e+06,966156,1.72676e+06,216076,76568,76632,79572,79660,87988,87969
3.34112e+06,3.34221e+06,858620,858627,7.71794e+06,965501,1.62536e+06,203342,76339,76420,79485,79592,87852,87845
3.34121e+06,3.34218e+06,858799,858800,8.14968e+06,1.01972e+06,1.43089e+06,179088,76282,76361,79365,79457,88085,88058
3.34159e+06,3.3429e+06,859181,859182,8.0261e+06,1.00435e+06,1.44503e+06,180928,77021,77110,79623,79707,88030,88022
3.34175e+06,3.34307e+06,858926,858927,7.59894e+06,951167,1.44727e+06,181614,76428,76503,79534,79638,87985,87972
3.34111e+06,3.34201e+06,859284,859286,7.61584e+06,952492,1.46272e+06,182790,76315,76393,79543,79626,87943,87927
3.34274e+06,3.34365e+06,859625,859627,7.61789e+06,953253,1.46374e+06,183041,76271,76341,79564,79655,87907,87909
3.34155e+06,3.3424e+06,860705,860710,7.63308e+06,955326,1.55336e+06,197960,76504,76590,79471,79555,87809,87795
3.34069e+06,3.34159e+06,859369,859371,7.61862e+06,953342,1.46425e+06,183151,76282,76358,79487,79593,87860,87835
3.34452e+06,3.34565e+06,859666,859671,7.61729e+06,953676,1.46651e+06,183914,76287,76388,79665,79743,87930,87923
3.34269e+06,3.34368e+06,859509,859509,7.62712e+06,953972,1.46633e+06,183405,76376,76451,79600,79691,87998,87981
3.34217e+06,3.34297e+06,859484,859486,7.63349e+06,955197,1.46878e+06,183757,76551,76664,79520,79616,87945,87938
3.3424e+06,3.34366e+06,859606,859614,7.62802e+06,954742,1.46472e+06,183121,76450,76576,79576,79659,87958,87941
3.34184e+06,3.34294e+06,858921,858925,7.63582e+06,955346,1.46582e+06,183358,76368,76442,79585,79695,87926,87913
3.3421e+06,3.34335e+06,859073,859073,7.72588e+06,966426,1.46165e+06,183333,76299,76405,79658,79753,87883,87857
3.34181e+06,3.34318e+06,859014,859016,7.7205e+06,966278,1.46889e+06,183776,76389,76469,79394,79477,87936,87923
3.3408e+06,3.3416e+06,859383,859382,7.72176e+06,965792,1.47014e+06,183951,76349,76424,79517,79618,88003,87986
3.34087e+06,3.34179e+06,859521,859524,8.59132e+06,1.07493e+06,1.47054e+06,184015,76368,76444,79617,79702,88113,88107
3.34472e+06,3.34604e+06,859587,859587,7.52124e+06,941460,1.46816e+06,183668,76409,76490,79473,79563,87821,87805
3.34109e+06,3.34188e+06,860058,860077,7.60866e+06,952044,1.4747e+06,184737,76396,76477,79416,79516,87907,87881
3.341e+06,3.34197e+06,859193,859199,7.60619e+06,951580,1.46725e+06,183545,76345,76430,79629,79722,87925,87918
3.34293e+06,3.34412e+06,858977,858978,7.60603e+06,951656,1.47177e+06,184178,76343,76423,79470,79555,87936,87918
3.34166e+06,3.34262e+06,859753,859753,7.61562e+06,952947,1.46989e+06,183946,76363,76442,79616,79698,87993,87976
3.34153e+06,3.34229e+06,859888,859892,7.62756e+06,954177,1.47353e+06,184376,76429,76508,79412,79505,87798,87781
3.34255e+06,3.34385e+06,859400,859401,7.62194e+06,953834,1.48098e+06,184961,76398,76481,79516,79599,88012,87995
3.34044e+06,3.34168e+06,859231,859235,7.6262e+06,953965,1.47167e+06,184212,76382,76457,79471,79559,87861,87845
3.34047e+06,3.34165e+06,859598,859598,7.62399e+06,954134,1.47332e+06,184413,76421,76492,79452,79546,87949,87933
3.34299e+06,3.34405e+06,859900,859902,7.62539e+06,953868,1.47193e+06,184207,76338,76413,79570,79660,87895,87884
3.34148e+06,3.34244e+06,859836,859836,7.68172e+06,962089,1.46903e+06,183824,76328,76411,79620,79696,87753,87748
3.34123e+06,3.34235e+06,860199,860208,7.76705e+06,972280,1.47239e+06,184469,76312,76405,79554,79637,87965,87948
3.34085e+06,3.34191e+06,859724,859723,7.76607e+06,971568,1.64196e+06,217796,76286,76362,79577,79670,87974,87960
3.34056e+06,3.34164e+06,859373,859378,8.15301e+06,1.02025e+06,1.47215e+06,184148,76287,76362,79385,79484,87854,87830
3.34029e+06,3.34117e+06,859234,859232,8.13856e+06,1.01808e+06,1.46937e+06,183844,76447,76522,79543,79655,87973,87955
3.34081e+06,3.34144e+06,859771,859781,7.62165e+06,953755,1.472e+06,184217,76372,76447,79468,79573,88000,87993
3.34044e+06,3.34151e+06,859491,859495,7.65763e+06,957929,1.47789e+06,184559,76386,76467,79358,79425,87888,87872
3.34072e+06,3.34162e+06,859402,859406,7.65531e+06,958013,1.47368e+06,184487,76281,76368,79533,79630,87974,87958
3.34121e+06,3.34214e+06,859231,859235,7.66868e+06,959459,1.47183e+06,184188,76478,76551,79440,79535,87975,87960
3.34105e+06,3.342e+06,859146,859148,7.66537e+06,958910,1.47178e+06,184087,76369,76454,79450,79554,87921,87905
3.3407e+06,3.34157e+06,859247,859249,7.66184e+06,959050,1.4701e+06,183947,76286,76360,79520,79618,87811,87795
3.3413e+06,3.34224e+06,859168,859166,7.67053e+06,959981,1.47384e+06,184518,76197,76267,79474,79553,87972,87961
3.3416e+06,3.34263e+06,859786,859789,7.67387e+06,960180,1.475e+06,184662,76329,76406,79512,79601,87959,87942
3.3425e+06,3.34361e+06,859253,859254,7.66571e+06,958934,1.475e+06,184650,76335,76420,79519,79612,88030,88015
3.34079e+06,3.34186e+06,859803,859803,7.70877e+06,966448,1.47461e+06,184593,76179,76261,79380,79459,88102,88087
3.34061e+06,3.34145e+06,859281,859287,7.76993e+06,972394,1.47434e+06,184458,76445,76535,79559,79671,87835,87821
3.34188e+06,3.34289e+06,859461,859459,7.76456e+06,972097,1.47799e+06,184507,76423,76487,79396,79477,87888,87881
3.34172e+06,3.34254e+06,859598,859601,7.77923e+06,973732,1.475e+06,184687,76363,76448,79383,79478,87972,87955
3.34069e+06,3.34163e+06,860199,860197,8.64559e+06,1.08155e+06,1.47174e+06,184180,76360,76430,79460,79551,87947,87931
3.34156e+06,3.34265e+06,859882,859884,7.54799e+06,944400,1.47707e+06,184945,76248,76323,79487,79569,87895,87879
3.3418e+06,3.3426e+06,859646,859649,7.64715e+06,957049,1.47396e+06,184522,76334,76413,80276,80364,88021,87997
3.34154e+06,3.34226e+06,859889,859893,7.66436e+06,959570,1.47334e+06,184797,76380,76493,79581,79666,87981,87959
3.34169e+06,3.34268e+06,859227,859231,7.67401e+06,960225,1.47913e+06,184713,76262,76342,79493,79594,87898,87893
3.34094e+06,3.34177e+06,859101,859104,7.66828e+06,959304,1.47304e+06,184552,76181,76260,79570,79642,87961,87944
3.3412e+06,3.34219e+06,859152,859158,7.71255e+06,968409,1.47355e+06,184460,76301,76369,79532,79560,88112,88112
3.34217e+06,3.34333e+06,859395,859391,7.67547e+06,960459,1.47707e+06,184943,76273,76359,79735,79841,87910,87880
3.34164e+06,3.34273e+06,859063,859065,7.66841e+06,959550,1.47698e+06,184933,76269,76344,79493,79567,88077,88054
3.34198e+06,3.34304e+06,859303,859305,7.67273e+06,960025,1.49846e+06,187349,76284,76366,79373,79468,87928,87912
3.3417e+06,3.34271e+06,859417,859417,7.67022e+06,959563,1.50432e+06,188300,76375,76455,79542,79628,87877,87860
3.34134e+06,3.34216e+06,859119,859125,7.74763e+06,969626,1.50401e+06,188245,76222,76300,79689,79764,87894,87878
3.34182e+06,3.34271e+06,859911,859913,7.76758e+06,971761,1.5012e+06,188174,76366,76450,79380,79455,87856,87849
3.34396e+06,3.34516e+06,859481,859486,7.77819e+06,972998,1.50387e+06,188213,76469,76537,79529,79598,87983,87960
3.34137e+06,3.34233e+06,859396,859395,8.25579e+06,1.03336e+06,1.50398e+06,188221,76228,76301,79395,79488,87841,87825
3.34066e+06,3.34156e+06,859254,859255,8.00321e+06,1.00157e+06,1.50735e+06,188231,76419,76494,79684,79757,87856,87850
3.34198e+06,3.3433e+06,859708,859712,7.63973e+06,955909,1.50362e+06,188189,76162,76246,79481,79528,87902,87885
3.34613e+06,3.34697e+06,859251,859253,7.64653e+06,956824,1.50439e+06,188170,76441,76524,79689,79794,87986,87970
3.34128e+06,3.34222e+06,859375,859384,7.6645e+06,958887,1.504e+06,188210,76332,76408,79441,79519,87868,87850
3.34294e+06,3.34416e+06,859427,859429,7.66147e+06,958354,1.50489e+06,188380,76296,76366,79589,79671,87931,87907
3.34214e+06,3.3432e+06,859944,859950,7.66717e+06,959243,1.50334e+06,188167,76336,76420,79579,79671,87963,87955
3.34151e+06,3.34246e+06,859467,859463,7.66343e+06,959199,1.50427e+06,188271,76378,76459,79547,79630,88018,88000
3.34461e+06,3.34555e+06,859633,859632,7.66985e+06,959603,1.50342e+06,188157,76295,76384,79399,79486,87999,87982
3.34151e+06,3.34246e+06,859164,859166,7.66329e+06,959230,1.5016e+06,188200,76467,76561,79460,79544,88025,88019
3.34197e+06,3.34319e+06,859329,859331,7.69288e+06,962597,1.50401e+06,188220,76257,76345,79444,79528,88158,88142
3.34148e+06,3.34241e+06,859105,859115,7.70489e+06,964041,1.54114e+06,192907,76389,76464,79530,79560,88054,88029
3.34228e+06,3.34336e+06,858869,858870,7.77027e+06,972160,1.74718e+06,218593,76318,76391,79549,79637,87892,87875
3.3416e+06,3.34276e+06,859360,859361,7.76804e+06,972110,1.73006e+06,216568,76379,76471,79338,79426,88019,88006
3.34102e+06,3.342e+06,859419,859417,7.81088e+06,977525,1.72774e+06,216246,76286,76363,79581,79683,87890,87883
3.34087e+06,3.34188e+06,859674,859679,8.56951e+06,1.07234e+06,1.72707e+06,216122,76250,76337,79500,79590,87859,87844
3.34113e+06,3.3422e+06,859252,859252,7.59439e+06,949999,1.54039e+06,192919,76287,76379,79540,79627,88943,88918
3.3429e+06,3.34391e+06,860609,860615,7.6415e+06,956002,1.43499e+06,179505,76260,76352,79545,79639,87914,87910
3.34352e+06,3.34429e+06,859771,859775,7.66824e+06,959376,1.45149e+06,181304,76321,76381,79586,79672,88004,87987
3.34056e+06,3.34144e+06,859968,859970,7.66239e+06,959062,1.45602e+06,182406,76321,76404,79380,79484,88003,87986
3.34186e+06,3.34311e+06,859550,859553,7.66427e+06,959161,1.46107e+06,182655,76357,76435,79542,79603,87965,87948
3.34105e+06,3.34219e+06,859883,859882,7.66491e+06,958843,1.47333e+06,184439,76417,76504,79520,79550,87840,87823
3.34082e+06,3.34183e+06,859810,859816,7.67385e+06,960240,1.4671e+06,183545,76301,76376,79628,79727,87990,87966
3.3406e+06,3.3414e+06,859749,859751,7.6803e+06,961132,1.46944e+06,183872,76316,76401,79536,79624,88035,88028
3.34127e+06,3.3422e+06,859797,859801,7.67021e+06,959594,1.46764e+06,183541,76430,76506,79439,79530,87916,87901
3.34053e+06,3.34152e+06,859723,859729,7.66543e+06,958992,1.46811e+06,183612,76489,76557,79607,79694,87827,87819
3.34105e+06,3.342e+06,859521,859521,7.74915e+06,969727,1.4697e+06,183894,76214,76290,79384,79465,87874,87859
3.34015e+06,3.34094e+06,859525,859529,7.77202e+06,972529,1.46272e+06,183516,76351,76438,79494,79581,87862,87845
3.34057e+06,3.34174e+06,860232,860247,7.77352e+06,972129,1.46932e+06,183865,76229,76306,79508,79590,88011,87990
3.34141e+06,3.34247e+06,859579,859580,8.33542e+06,1.04351e+06,1.46707e+06,184118,76300,76404,79535,79636,87936,87920
3.34094e+06,3.34185e+06,859073,859078,7.91306e+06,989829,1.47038e+06,183890,76543,76618,79561,79655,87987,87970
3.34154e+06,3.3426e+06,858971,858983,7.65302e+06,958026,1.47648e+06,184283,76313,76385,79551,79624,87868,87860
3.34306e+06,3.34413e+06,859286,859287,7.66366e+06,958714,1.47004e+06,183978,76472,76545,79472,79566,87866,87849
3.34142e+06,3.34241e+06,859354,859357,7.66251e+06,958476,1.47184e+06,184205,76439,76514,79426,79514,87979,87955
3.34047e+06,3.3415e+06,859179,859185,7.67241e+06,960001,1.47256e+06,184296,76178,76255,79559,79642,87928,87921
3.34206e+06,3.34291e+06,859193,859193,7.67485e+06,960244,1.47252e+06,184291,76258,76333,79547,79576,88025,88012
3.34131e+06,3.34212e+06,858885,858884,7.6764e+06,960573,1.47177e+06,184086,76246,76335,79626,79715,87896,87882
3.34096e+06,3.34216e+06,859262,859262,7.67638e+06,960531,1.47216e+06,184236,78462,78539,79381,79459,88008,87993
3.3425e+06,3.34374e+06,859513,859512,7.66672e+06,959029,1.47075e+06,184092,76386,76455,79490,79578,88040,88028
3.34173e+06,3.34272e+06,859043,859048,7.67078e+06,959762,1.47385e+06,184505,76334,76409,79518,79594,87922,87906
3.34076e+06,3.34158e+06,859542,859542,7.70604e+06,964107,1.47488e+06,184647,76219,76309,79462,79492,87915,87898
3.3408e+06,3.34163e+06,859965,859979,7.78301e+06,974423,1.471e+06,184075,76251,76332,79666,79762,87873,87856
3.34078e+06,3.34151e+06,859160,859160,7.76848e+06,971954,1.47216e+06,184141,76314,76406,79549,79640,87917,87911
3.34056e+06,3.34155e+06,859954,859961,7.902e+06,988773,1.47363e+06,184491,76382,76456,79461,79544,88015,87999
3.3411e+06,3.34215e+06,859427,859440,8.46742e+06,1.06224e+06,1.47034e+06,183994,76432,76504,79475,79576,87974,87959
3.34114e+06,3.34213e+06,859373,859376,7.59934e+06,950891,1.47262e+06,184327,76401,76478,79519,79605,87877,87853
3.34087e+06,3.34192e+06,859159,859162,7.64964e+06,957344,1.47442e+06,184565,76351,76442,79550,79645,88063,88048
3.3407e+06,3.34176e+06,859191,859193,7.65842e+06,957864,1.48108e+06,184941,76467,76545,79366,79449,87943,87936
3.34166e+06,3.34273e+06,859591,859593,7.66318e+06,959409,1.47752e+06,184976,76281,76365,79421,79509,87990,87974
3.34121e+06,3.34243e+06,859018,859017,7.66337e+06,959213,1.46963e+06,184296,76395,76495,79596,79686,87855,87838
3.34094e+06,3.34203e+06,859143,859145,7.66713e+06,959199,1.47334e+06,184434,76327,76419,79537,79613,88008,87991
3.34087e+06,3.34204e+06,858777,858778,7.66922e+06,959885,1.47143e+06,184262,76293,76357,79409,79504,87940,87921
3.34205e+06,3.34298e+06,859167,859176,7.66992e+06,959529,1.47013e+06,184164,76373,76447,79541,79629,87921,87902
3.34264e+06,3.34369e+06,859076,859079,7.67915e+06,960954,1.48029e+06,184884,76096,76179,79441,79540,87921,87905
3.34247e+06,3.34355e+06,859190,859200,7.71926e+06,969293,1.48099e+06,185455,76328,76404,79532,79616,87926,87910
3.34117e+06,3.34231e+06,859724,859725,7.76244e+06,971152,1.47239e+06,184473,76369,76446,79489,79579,88013,87997
3.3434e+06,3.34458e+06,859590,859591,7.76761e+06,972038,1.47369e+06,184455,76389,76465,79540,79608,87949,87934
3.34253e+06,3.34354e+06,859767,859765,7.75964e+06,970817,1.47584e+06,184769,76320,76407,79362,79445,87931,87914
3.34153e+06,3.34262e+06,859166,859167,8.44564e+06,1.05695e+06,1.48273e+06,185177,76387,76440,79632,79711,87963,87961
3.34243e+06,3.34358e+06,859634,859646,7.78228e+06,973346,1.47281e+06,184359,76405,76480,79360,79391,88070,88054
3.34148e+06,3.34247e+06,859752,859753,7.6478e+06,957048,1.47713e+06,184895,76247,76323,79830,79927,87876,87860
3.34207e+06,3.343e+06,859533,859544,7.65555e+06,958074,1.4719e+06,184221,76361,76451,79412,79498,88063,88050
3.34161e+06,3.34266e+06,859553,859558,7.67015e+06,959999,1.47815e+06,185094,76236,76325,79449,79509,87909,87884
